,Unnamed: 0,Store name,Store URL,Area,Postcode,Phone,Postcode district,Constituency Code,Index of Multiple Deprivation,Latitude,Longitude,first_party
0,0,Abergavenny,https://www.waitrose.com//content/waitrose/en/bf_home/bf/683.html,Gwent,NP79LL,0187385118,NP7,W07000054,1042.0,51.818294,-3.028245,Con
1,1,Abingdon,https://www.waitrose.com//content/waitrose/en/bf_home/bf/211.html,Oxfordshire,OX143HL,0123553500,OX14,E14000874,23835.0,51.672083,-1.2797049999999999,LD
2,2,Addlestone,https://www.waitrose.com//bf_home/bf/542.html,Surrey,KT152GL,0193282001,KT15,E14000907,11697.0,51.370886,-0.49150600000000005,Con
4,4,Alcester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/474.html,Warwickshire,B495DA,0178976674,B49,E14000977,26731.0,52.216453,-1.8702439999999998,Con
5,5,Alderley Edge,http://www.waitrose.com/content/waitrose/en/bf_home/bf/560.html,AlderleyEdge,SK97JX,0162559074,SK9,E14000987,25898.0,53.302691,-2.236853,Con
6,6,Allington Park,https://www.waitrose.com//content/waitrose/en/bf_home/bf/137.html,Kent,ME160PX,0162275227,ME16,E14000804,30506.0,51.286182000000004,0.497457,Con
7,7,Alton,http://www.waitrose.com/content/waitrose/en/bf_home/bf/329.html,Hampshire,GU342PZ,0142054106,GU34,E14000680,21251.0,51.152703,-0.968082,Con
8,8,Altrincham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/494.html,Cheshire,WA145ZL,0161929780,WA14,E14000532,28820.0,53.405692,-2.364468,Con
9,9,Amersham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/578.html,Buckinghamshire,HP65DR,0149443343,HP6,E14000631,32488.0,51.67757,-0.6063069999999999,Con
10,10,Ampthill,https://www.waitrose.com//content/waitrose/en/bf_home/bf/722.html,Bedfordshire,MK452LU,0152540227,MK45,E14000813,31617.0,52.032506,-0.493385,Con
11,11,Andover,https://www.waitrose.com//content/waitrose/en/bf_home/bf/168.html,Hampshire,SP101LY,0126435551,SP10,E14000857,13014.0,51.208503,-1.4812290000000001,Con
12,12,Ashbourne,https://www.waitrose.com//content/waitrose/en/bf_home/bf/316.html,Derbyshire,DE61GF,0133534894,DE6,E14000664,15219.0,53.016636,-1.733094,Con
13,13,Ashford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/705.html,Kent,TN233RT,0123366008,TN23,E14000536,22066.0,51.155224,0.8564620000000001,Con
14,14,Aylesbury,http://www.waitrose.com/content/waitrose/en/bf_home/bf/625.html,Buckinghamshire,HP201AL,0129643693,HP20,E14000538,15569.0,51.814595000000004,-0.807729,Con
15,15,Bagshot ,https://www.waitrose.com//bf_home/bf/514.html,Surrey,GU195DG,0127647258,GU19,E14000983,26763.0,51.355502,-0.6994130000000001,Con
16,16,Bagshot Road ,https://www.waitrose.com//bf_home/bf/738.html,Berkshire,RG129SE,0134486029,RG12,E14000586,13620.0,51.405228,-0.7479180000000001,Con
17,17,Balham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/719.html,London,SW129BN,0208675031,SW12,E14000549,17026.0,51.444994,-0.151792,Lab
18,18,Banbury,https://www.waitrose.com//bf_home/bf/874.html,Oxfordshire,OX162FW,0129525868,OX16,E14000539,15584.0,52.065689,-1.340086,Con
19,19,Banstead,https://www.waitrose.com//content/waitrose/en/bf_home/bf/202.html,Surrey,SM72NB,0173737355,SM7,E14000893,31426.0,51.322955,-0.198596,Con
20,20,Barbican,https://www.waitrose.com//content/waitrose/en/bf_home/bf/732.html,London,EC1Y8NX,0207256644,EC1Y,E14000764,9908.0,51.521846000000004,-0.092363,Lab
21,21,Barnet,https://www.waitrose.com//content/waitrose/en/bf_home/bf/191.html,Hertfordshire,EN55XY,0208449179,EN5,E14000636,24732.0,51.655374,-0.203261,Con
22,22,Barry,https://www.waitrose.com//content/waitrose/en/bf_home/bf/688.html,SouthGlamorgan,CF632PE,0144673717,CF63,W07000078,575.0,51.414386,-3.239174,Con
23,23,Basingstoke,https://www.waitrose.com//bf_home/bf/582.html,Hampshire,RG214YY,0125635082,RG21,E14000545,9880.0,51.268574,-1.080694,Con
24,24,Bath,https://www.waitrose.com//content/waitrose/en/bf_home/bf/193.html,NESomerset,BA15AL,0122544255,BA1,E14000547,8999.0,51.383386,-2.358584,LD
25,25,Battersea,https://www.waitrose.com//bf_home/bf/737.html,Battersea,SW84LT,0207720987,SW8,E14000549,8082.0,51.477121000000004,-0.148161,Lab
26,26,Battersea - Nine Elms,https://www.waitrose.com//bf_home/bf/598.html,London,SW117DN,0207622245,SW11,E14000549,9441.0,51.482165,-0.134422,Lab
27,27,Bayswater,https://www.waitrose.com//bf_home/bf/756.html,London,W26ES,0207243571,W2,E14001036,12051.0,51.517146000000004,-0.18770599999999998,Lab
28,28,Beaconsfield,https://www.waitrose.com//content/waitrose/en/bf_home/bf/177.html,Buckinghamshire,HP92PW,0149467681,HP9,E14000550,27691.0,51.61222,-0.646524,Con
29,29,Beckenham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/212.html,Kent,BR31SD,0208663489,BR3,E14000551,28289.0,51.412377,-0.023902,Con
30,30,Bedford,http://www.waitrose.com/content/waitrose/en/bf_home/bf/725.html,Bedford,MK410GX,0123427368,MK41,E14000552,22680.0,52.144362,-0.420151,Lab
31,31,Belgravia,https://www.waitrose.com//content/waitrose/en/bf_home/bf/665.html,London,SW1X8GG,0207235495,SW1X,E14000639,19460.0,51.498996999999996,-0.1571,Con
32,32,Berkhamsted,http://www.waitrose.com/content/waitrose/en/bf_home/bf/223.html,Hertfordshire,HP41HS,0144287750,HP4,E14000951,29552.0,51.761858000000004,-0.5666180000000001,Con
33,33,Biggin Hill,https://www.waitrose.com//content/waitrose/en/bf_home/bf/240.html,Kent,TN163BB,0195957507,TN16,E14000872,21472.0,51.308347999999995,0.038488999999999995,Con
34,34,Billericay,https://www.waitrose.com//content/waitrose/en/bf_home/bf/229.html,Essex,CM129BY,0127763633,CM12,E14000544,31750.0,51.623979,0.416548,Con
35,35,Birmingham-Colmore Row,http://www.waitrose.com/content/waitrose/en/bf_home/bf/742.html,Birmingham,B32BJ,0121200324,B3,E14000564,9801.0,52.482611999999996,-1.898378,Lab
36,36,Bishop's Stortford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/101.html,Hertfordshire,CM232BA,0127946655,CM23,E14000744,21299.0,51.872978,0.159865,Con
37,37,Blaby,https://www.waitrose.com//content/waitrose/en/bf_home/bf/141.html,Leicestershire,LE84DJ,0116277515,LE8,E14000940,20819.0,52.574867000000005,-1.163808,Con
38,38,Bloomsbury,https://www.waitrose.com//content/waitrose/en/bf_home/bf/207.html,London,WC1N1AF,0207713609,WC1N,E14000750,5767.0,51.524273,-0.123529,Lab
39,39,Bluewater - JL Foodhall,https://www.waitrose.com//content/waitrose/en/bf_home/bf/493.html,Kent,DA99SA,0132262412,DA9,E14000659,18410.0,51.440441,0.271536,Con
40,40,Brackley,https://www.waitrose.com//content/waitrose/en/bf_home/bf/797.html,Northamptonshire,NN136BE,0128070333,NN13,E14000942,14989.0,52.026807,-1.150962,Con
41,41,Bracknell,http://www.waitrose.com/content/waitrose/en/bf_home/bf/706.html,Berkshire,RG121RQ,0134486237,RG12,E14000586,8461.0,51.418293,-0.752195,Con
42,42,Brent Cross,https://www.waitrose.com//content/waitrose/en/bf_home/bf/119.html,London,NW43FQ,0208203971,NW4,E14000741,11581.0,51.576415999999995,-0.22379200000000002,Con
43,43,Bridport,https://www.waitrose.com//content/waitrose/en/bf_home/bf/475.html,Dorset,DT63QP,0130842225,DT6,E14001031,14420.0,50.733657,-2.759893,Con
44,44,Brighton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/114.html,EastSussex,BN12LA,0127332654,BN1,E14000598,6218.0,50.824953,-0.151267,Green
45,45,Brighton Road - Horley,https://www.waitrose.com//bf_home/bf/802.html,Surrey,RH67JU,0129378564,RH6,E14000681,21824.0,51.180569,-0.163675,Con
46,46,Bromley,https://www.waitrose.com//content/waitrose/en/bf_home/bf/158.html,Kent,BR15AJ,0208460765,BR1,E14000604,7388.0,51.421089,0.021064,Con
47,47,Bromley South,https://www.waitrose.com//content/waitrose/en/bf_home/bf/224.html,Kent,BR29HD,0208460775,BR2,E14000604,20532.0,51.398998999999996,0.018149000000000002,Con
48,48,Bromsgrove,https://www.waitrose.com//bf_home/bf/877.html,BROMSGROVE,B617JH,0152787618,B61,E14000605,13664.0,52.332687,-2.064482,Con
49,49,Broxbourne,https://www.waitrose.com//bf_home/bf/575.html,Hertfordshire,EN106PY,0199244316,EN10,E14000606,17107.0,51.738504999999996,-0.02222,Con
50,50,Buckhurst Hill,https://www.waitrose.com//content/waitrose/en/bf_home/bf/102.html,Essex,IG95EP,0208506133,IG9,E14000693,28907.0,51.625446999999994,0.044986,Con
51,51,Buckingham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/769.html,Buckinghamshire,MK181RS,0128081347,MK18,E14000608,19839.0,52.000708,-0.985353,Spk
52,52,Burgess Hill,https://www.waitrose.com//content/waitrose/en/bf_home/bf/123.html,WestSussex,RH159NP,0144423009,RH15,E14000817,20768.0,50.955078,-0.131244,Con
53,53,Burgh Heath,https://www.waitrose.com//bf_home/bf/567.html,Surrey,KT206BX,0173736257,KT20,E14000893,25338.0,51.303979999999996,-0.21971100000000002,Con
54,54,Burnt Common,https://www.waitrose.com//bf_home/bf/571.html,Surrey,GU237JY,0148322346,GU23,E14000824,31093.0,51.282099,-0.512846,Con
55,55,Bury St Edmunds,https://www.waitrose.com//content/waitrose/en/bf_home/bf/140.html,Suffolk,IP333DH,0128472522,IP33,E14000613,19158.0,52.243415999999996,0.707987,Con
56,56,Buxton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/748.html,Derbyshire,SK176DF,0129876746,SK17,E14000748,10412.0,53.259595,-1.911921,Lab
57,57,Byres Road,https://www.waitrose.com//content/waitrose/en/bf_home/bf/308.html,Glasgow,G128AU,0141337331,G12,S14000031,5877.0,55.877402000000004,-4.291378,SNP
58,58,Caldicot,https://www.waitrose.com//content/waitrose/en/bf_home/bf/476.html,Monmouthshire,NP264UX,0129142101,NP26,W07000055,765.0,51.590264000000005,-2.752307,Lab
59,59,Cambridge,https://www.waitrose.com//content/waitrose/en/bf_home/bf/651.html,Cambridgeshire,CB29FT,0122384577,CB2,E14000617,21114.0,52.169771999999995,0.10781900000000001,Lab
60,60,Cambridge- Fitzroy Street,http://www.waitrose.com/content/waitrose/en/bf_home/bf/552.html,Cambridge,CB11EW,0122330112,CB1,E14000617,26205.0,52.206608,0.13059400000000002,Lab
61,61,Camden,https://www.waitrose.com//bf_home/bf/536.html,London,NW17JR,0207267938,NW1,E14000750,5313.0,51.53732,-0.141987,Lab
62,62,Canary Wharf,https://www.waitrose.com//content/waitrose/en/bf_home/bf/664.html,London,E145EW,0207719030,E14,E14000882,13596.0,51.504577000000005,-0.016225999999999997,Lab
63,63,Canterbury,http://www.waitrose.com/content/waitrose/en/bf_home/bf/533.html,KENT,CT11UL,0122778580,CT1,E14000619,24571.0,51.276294,1.086042,Lab
64,64,Caterham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/178.html,Surrey,CR36LB,0188334617,CR3,E14000681,24143.0,51.281935,-0.077885,Con
65,65,Caversham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/184.html,Berkshire,RG48AY,0118948291,RG4,E14000889,15283.0,51.467252,-0.9736450000000001,Lab
66,66,Chandlers Ford,https://www.waitrose.com//content/waitrose/en/bf_home/bf/668.html,Hampshire,SO532LG,0238026023,SO53,E14001041,23889.0,50.986891,-1.373075,Con
67,67,Cheadle Hulme,https://www.waitrose.com//content/waitrose/en/bf_home/bf/710.html,Cheshire,SK85AE,0161486170,SK8,E14000627,30432.0,53.377201,-2.190112,Con
68,68,Cheam,https://www.waitrose.com//content/waitrose/en/bf_home/bf/559.html,Surrey,SM38BD,0208643843,SM3,E14000984,28510.0,51.358936,-0.21637800000000001,Con
69,69,Cheltenham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/663.html,Gloucestershire,GL503QW,0124224142,GL50,E14000630,18890.0,51.901938,-2.0838240000000003,Con
70,70,Chesham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/192.html,Buckinghamshire,HP51DR,0149479171,HP5,E14000631,19868.0,51.707002,-0.6110180000000001,Con
71,71,Chester,https://www.waitrose.com//bf_home/bf/842.html,Cheshire,CH35AF,0124434290,CH3,E14000640,15531.0,53.192461,-2.8790139999999997,Lab
72,72,Chichester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/208.html,WestSussex,PO191RD,0124353751,PO19,E14000633,20344.0,50.832334,-0.7855850000000001,Con
73,73,Chippenham,http://www.waitrose.com/content/waitrose/en/bf_home/bf/523.html,Wiltshire,SN153WL,0124946298,SN15,E14000635,8305.0,51.458394,-2.116938,Con
74,74,Chipping Sodbury,https://www.waitrose.com//bf_home/bf/751.html,SthGloucestershire,BS376AU,0145432651,BS37,E14000994,28478.0,51.540449,-2.396312,Con
75,75,Chiswick,https://www.waitrose.com//content/waitrose/en/bf_home/bf/760.html,London,W45TA,0208994605,W4,E14000593,20515.0,51.492629,-0.262436,Lab
76,76,Christchurch,https://www.waitrose.com//content/waitrose/en/bf_home/bf/754.html,Dorset,BH231QD,0120249668,BH23,E14000638,16228.0,50.736503000000006,-1.779396,Con
77,77,Cirencester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/220.html,Gloucestershire,GL71SZ,0128564373,GL7,E14000991,18597.0,51.713415999999995,-1.9712509999999999,Con
78,78,Clapham Common,http://www.waitrose.com/content/waitrose/en/bf_home/bf/616.html,London,SW40HY,0203202004,SW4,E14001008,21607.0,51.462044,-0.139259,Lab
79,79,Clapham Junction,https://www.waitrose.com//content/waitrose/en/bf_home/bf/767.html,London,SW111PW,0207978740,SW11,E14000549,11738.0,51.462773999999996,-0.16792100000000001,Lab
80,80,Clerkenwell,https://www.waitrose.com//content/waitrose/en/bf_home/bf/492.html,London,EC1V4DE,0207253197,EC1V,E14000764,15583.0,51.524254,-0.10278599999999999,Lab
81,81,Clifton,https://www.waitrose.com//content/waitrose/en/bf_home/bf/834.html,Avon,BS81QS,0117930043,BS8,E14000602,22105.0,51.457131,-2.6084490000000002,Lab
82,82,Cobham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/176.html,Surrey,KT111AF,0193286535,KT11,E14000697,25138.0,51.330107,-0.413945,Con
83,83,Colchester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/455.html,Essex,CO43EQ,0120686123,CO4,E14000644,9230.0,51.893701,0.921191,Con
84,84,Comely Bank,https://www.waitrose.com//content/waitrose/en/bf_home/bf/750.html,Scotland,EH41AW,0131332631,EH4,S14000023,6751.0,55.959311,-3.219402,SNP
85,85,Coulsdon,https://www.waitrose.com//content/waitrose/en/bf_home/bf/129.html,Surrey,CR52NB,0208668665,CR5,E14000656,12009.0,51.322289000000005,-0.136553,Con
86,86,Cowbridge,http://www.waitrose.com/content/waitrose/en/bf_home/bf/735.html,ValeofGlamorgan,CF717AG,0144677492,CF71,W07000078,1649.0,51.461702,-3.4478730000000004,Con
87,87,Crewkerne,https://www.waitrose.com//content/waitrose/en/bf_home/bf/458.html,Somerset,TA188DA,014607247,TA18,E14001060,9978.0,50.882896,-2.7943599999999997,Con
88,88,Crouch End,https://www.waitrose.com//content/waitrose/en/bf_home/bf/835.html,London,N88DU,0208348124,N8,E14000752,17602.0,51.578992,-0.12411900000000001,Lab
89,89,Crowborough,https://www.waitrose.com//content/waitrose/en/bf_home/bf/110.html,EastSussex,TN61DL,0189266286,TN6,E14001023,21246.0,51.058455,0.161938,Con
90,90,Croydon,https://www.waitrose.com//content/waitrose/en/bf_home/bf/477.html,Surrey,CR01LG,0208688954,CR0,E14000654,8371.0,51.374536,-0.096194,Lab
91,91,Daventry,https://www.waitrose.com//content/waitrose/en/bf_home/bf/156.html,Northamptonshire,NN114DR,0132770593,NN11,E14000660,6541.0,52.257225,-1.161736,Con
92,92,"Dibden (Hythe), Hampshire",https://www.waitrose.com//content/waitrose/en/bf_home/bf/118.html,Southampton,SO456AG,0238084471,SO45,E14000827,19480.0,50.870132,-1.3984459999999999,Con
93,93,Dorchester,https://www.waitrose.com//content/waitrose/en/bf_home/bf/120.html,Dorset,DT11BN,0130526842,DT1,E14001031,12830.0,50.714339,-2.436197,Con
94,94,Dorking,https://www.waitrose.com//content/waitrose/en/bf_home/bf/527.html,Surrey,RH42HQ,0130688117,RH4,E14000824,24937.0,51.231297,-0.33371,Con
95,95,Droitwich,https://www.waitrose.com//content/waitrose/en/bf_home/bf/672.html,Worcestershire,WR98LB,0190579839,WR9,E14000818,10665.0,52.268784000000004,-2.1456020000000002,Con
96,96,Ealing,https://www.waitrose.com//bf_home/bf/586.html,London,W53HJ,0208991956,W5,E14000674,27898.0,51.516077,-0.29084499999999996,Lab
97,97,East Cowes,https://www.waitrose.com//content/waitrose/en/bf_home/bf/313.html,IsleofWight,PO326SP,0198328241,PO32,E14000762,16069.0,50.758164,-1.288424,Con
98,98,East Grinstead,https://www.waitrose.com//content/waitrose/en/bf_home/bf/741.html,EastGrinstead,RH194YZ,0134232372,RH19,E14000817,28745.0,51.123635,-0.010925,Con
99,99,East Putney,https://www.waitrose.com//bf_home/bf/820.html,Putney,SW152TD,0208785168,SW15,E14000887,24422.0,51.459392,-0.211554,Con
100,100,East Sheen,https://www.waitrose.com//content/waitrose/en/bf_home/bf/149.html,London,SW147JG,0208878479,SW14,E14000896,25658.0,51.464366999999996,-0.269248,Con
101,101,Eastbourne,https://www.waitrose.com//content/waitrose/en/bf_home/bf/757.html,EastSussex,BN211HR,0132364450,BN21,E14000684,22161.0,50.772774,0.267739,LD
102,102,Edenbridge,https://www.waitrose.com//bf_home/bf/556.html,Kent,TN85LN,0173286704,TN8,E14000997,11693.0,51.195339000000004,0.06428400000000001,Con
103,103,Edgware Road,https://www.waitrose.com//content/waitrose/en/bf_home/bf/768.html,London,W22DS,0207725975,W2,E14000639,9897.0,51.517727,-0.166246,Con
104,104,Egham ,https://www.waitrose.com//content/waitrose/en/bf_home/bf/519.html,Egham,TW209HZ,0178447983,TW20,E14000907,25395.0,51.431742,-0.546661,Con
105,105,Eldon Square,https://www.waitrose.com//content/waitrose/en/bf_home/bf/461.html,NewcastleuponTyne,NE17JD,0191233281,NE1,E14000831,16382.0,54.975017,-1.6152799999999998,Lab
106,106,Ely,https://www.waitrose.com//content/waitrose/en/bf_home/bf/205.html,Cambridgeshire,CB74QJ,0135366880,CB7,E14000937,20557.0,52.400894,0.268705,Con
107,107,Enfield,https://www.waitrose.com//content/waitrose/en/bf_home/bf/179.html,Mddlesex,EN26SN,0208366687,EN2,E14000692,12538.0,51.651256,-0.083494,Lab
108,108,Enfield Chase,http://www.waitrose.com/content/waitrose/en/bf_home/bf/521.html,London,EN27AS,0208366652,EN2,E14000692,21125.0,51.653416,-0.09248200000000001,Lab
109,109,Epsom,https://www.waitrose.com//content/waitrose/en/bf_home/bf/104.html,Surrey,KT185DB,0137272566,KT18,E14000694,16761.0,51.332158,-0.26862199999999997,Con
110,110,Esher,https://www.waitrose.com//content/waitrose/en/bf_home/bf/121.html,Surrey,KT109QE,0137246882,KT10,E14000697,32078.0,51.368120000000005,-0.366962,Con
111,111,Exeter,http://www.waitrose.com/content/waitrose/en/bf_home/bf/702.html,Devon,EX12ED,0139227674,EX1,E14000698,2584.0,50.724387,-3.5140239999999996,Lab
112,112,Farringdon,https://www.waitrose.com//bf_home/bf/871.html,Oxfordshire,SN77GQ,0136724260,SN7,E14001015,24759.0,51.650249,-1.575547,Con
113,113,Farnham,https://www.waitrose.com//content/waitrose/en/bf_home/bf/692.html,Surrey,GU97HD,0125271930,GU9,E14000953,24877.0,51.215509999999995,-0.8021689999999999,Con
114,114,Finchley,https://www.waitrose.com//content/waitrose/en/bf_home/bf/215.html,London,N128NR,0208343730,N12,E14000703,16320.0,51.611323999999996,-0.179779,Con
115,115,Finchley Central,https://www.waitrose.com//bf_home/bf/876.html,London,N32LN,0208346197,N3,E14000703,18830.0,51.600227000000004,-0.194666,Con
116,116,Fleet,http://www.waitrose.com/content/waitrose/en/bf_home/bf/196.html,Hampshire,GU513LA,0125281269,GU51,E14000844,30450.0,51.280883,-0.8415040000000001,Con
